,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived
606,3,male,30.0,0,0,7.8958,,S,0
607,1,male,27.0,0,0,30.5,,S,1
608,2,female,22.0,1,2,41.5792,,C,1
609,1,female,40.0,0,0,153.4625,C,S,1
610,3,female,39.0,1,5,31.275,,S,0
611,3,male,,0,0,7.05,,S,0
612,3,female,,1,0,15.5,,Q,1
613,3,male,,0,0,7.75,,Q,0
614,3,male,35.0,0,0,8.05,,S,0
615,2,female,24.0,1,2,65.0,,S,1
616,3,male,34.0,1,1,14.4,,S,0
617,3,female,26.0,1,0,16.1,,S,0
618,2,female,4.0,2,1,39.0,F,S,1
619,2,male,26.0,0,0,10.5,,S,0
620,3,male,27.0,1,0,14.4542,,C,0
621,1,male,42.0,1,0,52.5542,D,S,1
622,3,male,20.0,1,1,15.7417,,C,1
623,3,male,21.0,0,0,7.8542,,S,0
624,3,male,21.0,0,0,16.1,,S,0
625,1,male,61.0,0,0,32.3208,D,S,0
626,2,male,57.0,0,0,12.35,,Q,0
627,1,female,21.0,0,0,77.9583,D,S,1
628,3,male,26.0,0,0,7.8958,,S,0
629,3,male,,0,0,7.7333,,Q,0
630,1,male,80.0,0,0,30.0,A,S,1
631,3,male,51.0,0,0,7.0542,,S,0
632,1,male,32.0,0,0,30.5,B,C,1
633,1,male,,0,0,0.0,,S,0
634,3,female,9.0,3,2,27.9,,S,0
635,2,female,28.0,0,0,13.0,,S,1
636,3,male,32.0,0,0,7.925,,S,0
637,2,male,31.0,1,1,26.25,,S,0
638,3,female,41.0,0,5,39.6875,,S,0
639,3,male,,1,0,16.1,,S,0
640,3,male,20.0,0,0,7.8542,,S,0
641,1,female,24.0,0,0,69.3,B,C,1
642,3,female,2.0,3,2,27.9,,S,0
643,3,male,,0,0,56.4958,,S,1
644,3,female,0.75,2,1,19.2583,,C,1
645,1,male,48.0,1,0,76.7292,D,C,1
646,3,male,19.0,0,0,7.8958,,S,0
647,1,male,56.0,0,0,35.5,A,C,1
648,3,male,,0,0,7.55,,S,0
649,3,female,23.0,0,0,7.55,,S,1
650,3,male,,0,0,7.8958,,S,0
651,2,female,18.0,0,1,23.0,,S,1
652,3,male,21.0,0,0,8.4333,,S,0
653,3,female,,0,0,7.8292,,Q,1
654,3,female,18.0,0,0,6.75,,Q,0
655,2,male,24.0,2,0,73.5,,S,0
656,3,male,,0,0,7.8958,,S,0
657,3,female,32.0,1,1,15.5,,Q,0
658,2,male,23.0,0,0,13.0,,S,0
659,1,male,58.0,0,2,113.275,D,C,0
660,1,male,50.0,2,0,133.65,,S,1
661,3,male,40.0,0,0,7.225,,C,0
662,1,male,47.0,0,0,25.5875,E,S,0
663,3,male,36.0,0,0,7.4958,,S,0
664,3,male,20.0,1,0,7.925,,S,1
665,2,male,32.0,2,0,73.5,,S,0
666,2,male,25.0,0,0,13.0,,S,0
667,3,male,,0,0,7.775,,S,0
668,3,male,43.0,0,0,8.05,,S,0
669,1,female,,1,0,52.0,C,S,1
670,2,female,40.0,1,1,39.0,,S,1
671,1,male,31.0,1,0,52.0,B,S,0
672,2,male,70.0,0,0,10.5,,S,0
673,2,male,31.0,0,0,13.0,,S,1
674,2,male,,0,0,0.0,,S,0
675,3,male,18.0,0,0,7.775,,S,0
676,3,male,24.5,0,0,8.05,,S,0
677,3,female,18.0,0,0,9.8417,,S,1
678,3,female,43.0,1,6,46.9,,S,0
679,1,male,36.0,0,1,512.3292,B,C,1
680,3,female,,0,0,8.1375,,Q,0
681,1,male,27.0,0,0,76.7292,D,C,1
682,3,male,20.0,0,0,9.225,,S,0
683,3,male,14.0,5,2,46.9,,S,0
684,2,male,60.0,1,1,39.0,,S,0
685,2,male,25.0,1,2,41.5792,,C,0
686,3,male,14.0,4,1,39.6875,,S,0
687,3,male,19.0,0,0,10.1708,,S,0
688,3,male,18.0,0,0,7.7958,,S,0
689,1,female,15.0,0,1,211.3375,B,S,1
690,1,male,31.0,1,0,57.0,B,S,1
691,3,female,4.0,0,1,13.4167,,C,1
692,3,male,,0,0,56.4958,,S,1
693,3,male,25.0,0,0,7.225,,C,0
694,1,male,60.0,0,0,26.55,,S,0
695,2,male,52.0,0,0,13.5,,S,0
696,3,male,44.0,0,0,8.05,,S,0
697,3,female,,0,0,7.7333,,Q,1
698,1,male,49.0,1,1,110.8833,C,C,0
699,3,male,42.0,0,0,7.65,F,S,0
700,1,female,18.0,1,0,227.525,C,C,1
701,1,male,35.0,0,0,26.2875,E,S,1
702,3,female,18.0,0,1,14.4542,,C,0
703,3,male,25.0,0,0,7.7417,,Q,0
704,3,male,26.0,1,0,7.8542,,S,0
705,2,male,39.0,0,0,26.0,,S,0
706,2,female,45.0,0,0,13.5,,S,1
707,1,male,42.0,0,0,26.2875,E,S,1
708,1,female,22.0,0,0,151.55,,S,1
709,3,male,,1,1,15.2458,,C,1
710,1,female,24.0,0,0,49.5042,C,C,1
711,1,male,,0,0,26.55,C,S,0
712,1,male,48.0,1,0,52.0,C,S,1
713,3,male,29.0,0,0,9.4833,,S,0
714,2,male,52.0,0,0,13.0,,S,0
715,3,male,19.0,0,0,7.65,F,S,0
716,1,female,38.0,0,0,227.525,C,C,1
717,2,female,27.0,0,0,10.5,E,S,1
718,3,male,,0,0,15.5,,Q,0
719,3,male,33.0,0,0,7.775,,S,0
720,2,female,6.0,0,1,33.0,,S,1
721,3,male,17.0,1,0,7.0542,,S,0
722,2,male,34.0,0,0,13.0,,S,0
723,2,male,50.0,0,0,13.0,,S,0
724,1,male,27.0,1,0,53.1,E,S,1
725,3,male,20.0,0,0,8.6625,,S,0
726,2,female,30.0,3,0,21.0,,S,1
727,3,female,,0,0,7.7375,,Q,1
728,2,male,25.0,1,0,26.0,,S,0
729,3,female,25.0,1,0,7.925,,S,0
730,1,female,29.0,0,0,211.3375,B,S,1
731,3,male,11.0,0,0,18.7875,,C,0
732,2,male,,0,0,0.0,,S,0
733,2,male,23.0,0,0,13.0,,S,0
734,2,male,23.0,0,0,13.0,,S,0
735,3,male,28.5,0,0,16.1,,S,0
736,3,female,48.0,1,3,34.375,,S,0
737,1,male,35.0,0,0,512.3292,B,C,1
738,3,male,,0,0,7.8958,,S,0
739,3,male,,0,0,7.8958,,S,0
740,1,male,,0,0,30.0,D,S,1
741,1,male,36.0,1,0,78.85,C,S,0
742,1,female,21.0,2,2,262.375,B,C,1
743,3,male,24.0,1,0,16.1,,S,0
744,3,male,31.0,0,0,7.925,,S,1
745,1,male,70.0,1,1,71.0,B,S,0
746,3,male,16.0,1,1,20.25,,S,0
747,2,female,30.0,0,0,13.0,,S,1
748,1,male,19.0,1,0,53.1,D,S,0
749,3,male,31.0,0,0,7.75,,Q,0
750,2,female,4.0,1,1,23.0,,S,1
751,3,male,6.0,0,1,12.475,E,S,1
752,3,male,33.0,0,0,9.5,,S,0
753,3,male,23.0,0,0,7.8958,,S,0
754,2,female,48.0,1,2,65.0,,S,1
755,2,male,0.67,1,1,14.5,,S,1
756,3,male,28.0,0,0,7.7958,,S,0
757,2,male,18.0,0,0,11.5,,S,0
758,3,male,34.0,0,0,8.05,,S,0
759,1,female,33.0,0,0,86.5,B,S,1
760,3,male,,0,0,14.5,,S,0
761,3,male,41.0,0,0,7.125,,S,0
762,3,male,20.0,0,0,7.2292,,C,1
763,1,female,36.0,1,2,120.0,B,S,1
764,3,male,16.0,0,0,7.775,,S,0
765,1,female,51.0,1,0,77.9583,D,S,1
766,1,male,,0,0,39.6,,C,0
767,3,female,30.5,0,0,7.75,,Q,0
768,3,male,,1,0,24.15,,Q,0
769,3,male,32.0,0,0,8.3625,,S,0
770,3,male,24.0,0,0,9.5,,S,0
771,3,male,48.0,0,0,7.8542,,S,0
772,2,female,57.0,0,0,10.5,E,S,0
773,3,male,,0,0,7.225,,C,0
774,2,female,54.0,1,3,23.0,,S,1
775,3,male,18.0,0,0,7.75,,S,0
776,3,male,,0,0,7.75,F,Q,0
777,3,female,5.0,0,0,12.475,,S,1
778,3,male,,0,0,7.7375,,Q,0
779,1,female,43.0,0,1,211.3375,B,S,1
780,3,female,13.0,0,0,7.2292,,C,1
781,1,female,17.0,1,0,57.0,B,S,1
782,1,male,29.0,0,0,30.0,D,S,0
783,3,male,,1,2,23.45,,S,0
784,3,male,25.0,0,0,7.05,,S,0
785,3,male,25.0,0,0,7.25,,S,0
786,3,female,18.0,0,0,7.4958,,S,1
787,3,male,8.0,4,1,29.125,,Q,0
788,3,male,1.0,1,2,20.575,,S,1
789,1,male,46.0,0,0,79.2,B,C,0
790,3,male,,0,0,7.75,,Q,0
791,2,male,16.0,0,0,26.0,,S,0
792,3,female,,8,2,69.55,,S,0
793,1,male,,0,0,30.6958,,C,0
794,3,male,25.0,0,0,7.8958,,S,0
795,2,male,39.0,0,0,13.0,,S,0
796,1,female,49.0,0,0,25.9292,D,S,1
797,3,female,31.0,0,0,8.6833,,S,1
798,3,male,30.0,0,0,7.2292,,C,0
799,3,female,30.0,1,1,24.15,,S,0
800,2,male,34.0,0,0,13.0,,S,0
801,2,female,31.0,1,1,26.25,,S,1
802,1,male,11.0,1,2,120.0,B,S,1
803,3,male,0.42,0,1,8.5167,,C,1
804,3,male,27.0,0,0,6.975,,S,1
805,3,male,31.0,0,0,7.775,,S,0
806,1,male,39.0,0,0,0.0,A,S,0
807,3,female,18.0,0,0,7.775,,S,0
808,2,male,39.0,0,0,13.0,,S,0
809,1,female,33.0,1,0,53.1,E,S,1
810,3,male,26.0,0,0,7.8875,,S,0
811,3,male,39.0,0,0,24.15,,S,0
812,2,male,35.0,0,0,10.5,,S,0
813,3,female,6.0,4,2,31.275,,S,0
814,3,male,30.5,0,0,8.05,,S,0
815,1,male,,0,0,0.0,B,S,0
816,3,female,23.0,0,0,7.925,,S,0
817,2,male,31.0,1,1,37.0042,,C,0
818,3,male,43.0,0,0,6.45,,S,0
819,3,male,10.0,3,2,27.9,,S,0
820,1,female,52.0,1,1,93.5,B,S,1
821,3,male,27.0,0,0,8.6625,,S,1
822,1,male,38.0,0,0,0.0,,S,0
823,3,female,27.0,0,1,12.475,E,S,1
824,3,male,2.0,4,1,39.6875,,S,0
825,3,male,,0,0,6.95,,Q,0
826,3,male,,0,0,56.4958,,S,0
827,2,male,1.0,0,2,37.0042,,C,1
828,3,male,,0,0,7.75,,Q,1
830,3,female,15.0,1,0,14.4542,,C,1
831,2,male,0.83,1,1,18.75,,S,1
832,3,male,,0,0,7.2292,,C,0
833,3,male,23.0,0,0,7.8542,,S,0
834,3,male,18.0,0,0,8.3,,S,0
835,1,female,39.0,1,1,83.1583,E,C,1
836,3,male,21.0,0,0,8.6625,,S,0
837,3,male,,0,0,8.05,,S,0
838,3,male,32.0,0,0,56.4958,,S,1
839,1,male,,0,0,29.7,C,C,1
840,3,male,20.0,0,0,7.925,,S,0
841,2,male,16.0,0,0,10.5,,S,0
842,1,female,30.0,0,0,31.0,,C,1
843,3,male,34.5,0,0,6.4375,,C,0
844,3,male,17.0,0,0,8.6625,,S,0
845,3,male,42.0,0,0,7.55,,S,0
846,3,male,,8,2,69.55,,S,0
847,3,male,35.0,0,0,7.8958,,C,0
848,2,male,28.0,0,1,33.0,,S,0
849,1,female,,1,0,89.1042,C,C,1
850,3,male,4.0,4,2,31.275,,S,0
851,3,male,74.0,0,0,7.775,,S,0
852,3,female,9.0,1,1,15.2458,,C,0
853,1,female,16.0,0,1,39.4,D,S,1
854,2,female,44.0,1,0,26.0,,S,0
855,3,female,18.0,0,1,9.35,,S,1
856,1,female,45.0,1,1,164.8667,,S,1
857,1,male,51.0,0,0,26.55,E,S,1
858,3,female,24.0,0,3,19.2583,,C,1
859,3,male,,0,0,7.2292,,C,0
860,3,male,41.0,2,0,14.1083,,S,0
861,2,male,21.0,1,0,11.5,,S,0
862,1,female,48.0,0,0,25.9292,D,S,1
863,3,female,,8,2,69.55,,S,0
864,2,male,24.0,0,0,13.0,,S,0
865,2,female,42.0,0,0,13.0,,S,1
866,2,female,27.0,1,0,13.8583,,C,1
867,1,male,31.0,0,0,50.4958,A,S,0
868,3,male,,0,0,9.5,,S,0
869,3,male,4.0,1,1,11.1333,,S,1
870,3,male,26.0,0,0,7.8958,,S,0
871,1,female,47.0,1,1,52.5542,D,S,1
872,1,male,33.0,0,0,5.0,B,S,0
873,3,male,47.0,0,0,9.0,,S,0
874,2,female,28.0,1,0,24.0,,C,1
875,3,female,15.0,0,0,7.225,,C,1
876,3,male,20.0,0,0,9.8458,,S,0
877,3,male,19.0,0,0,7.8958,,S,0
878,3,male,,0,0,7.8958,,S,0
879,1,female,56.0,0,1,83.1583,C,C,1
880,2,female,25.0,0,1,26.0,,S,1
881,3,male,33.0,0,0,7.8958,,S,0
882,3,female,22.0,0,0,10.5167,,S,0
883,2,male,28.0,0,0,10.5,,S,0
884,3,male,25.0,0,0,7.05,,S,0
885,3,female,39.0,0,5,29.125,,Q,0
886,2,male,27.0,0,0,13.0,,S,0
887,1,female,19.0,0,0,30.0,B,S,1
888,3,female,,1,2,23.45,,S,0
889,1,male,26.0,0,0,30.0,C,C,1
890,3,male,32.0,0,0,7.75,,Q,0
0,3,male,34.5,0,0,7.8292,,Q,2
1,3,female,47.0,1,0,7.0,,S,2
2,2,male,62.0,0,0,9.6875,,Q,2
3,3,male,27.0,0,0,8.6625,,S,2
4,3,female,22.0,1,1,12.2875,,S,2
5,3,male,14.0,0,0,9.225,,S,2
6,3,female,30.0,0,0,7.6292,,Q,2
7,2,male,26.0,1,1,29.0,,S,2
8,3,female,18.0,0,0,7.2292,,C,2
9,3,male,21.0,2,0,24.15,,S,2
10,3,male,,0,0,7.8958,,S,2
11,1,male,46.0,0,0,26.0,,S,2
12,1,female,23.0,1,0,82.2667,B,S,2
13,2,male,63.0,1,0,26.0,,S,2
14,1,female,47.0,1,0,61.175,E,S,2
15,2,female,24.0,1,0,27.7208,,C,2
16,2,male,35.0,0,0,12.35,,Q,2
17,3,male,21.0,0,0,7.225,,C,2
18,3,female,27.0,1,0,7.925,,S,2
19,3,female,45.0,0,0,7.225,,C,2
20,1,male,55.0,1,0,59.4,,C,2
21,3,male,9.0,0,1,3.1708,,S,2
22,1,female,,0,0,31.6833,,S,2
23,1,male,21.0,0,1,61.3792,,C,2
24,1,female,48.0,1,3,262.375,B,C,2
25,3,male,50.0,1,0,14.5,,S,2
26,1,female,22.0,0,1,61.9792,B,C,2
27,3,male,22.5,0,0,7.225,,C,2
28,1,male,41.0,0,0,30.5,A,S,2
29,3,male,,2,0,21.6792,,C,2
30,2,male,50.0,1,0,26.0,,S,2
31,2,male,24.0,2,0,31.5,,S,2
32,3,female,33.0,1,2,20.575,,S,2
33,3,female,,1,2,23.45,,S,2
34,1,male,30.0,1,0,57.75,C,C,2
35,3,male,18.5,0,0,7.2292,,C,2
36,3,female,,0,0,8.05,,S,2
37,3,female,21.0,0,0,8.6625,,S,2
38,3,male,25.0,0,0,9.5,,S,2
39,3,male,,0,0,56.4958,,S,2
40,3,male,39.0,0,1,13.4167,,C,2
41,1,male,,0,0,26.55,D,S,2
42,3,male,41.0,0,0,7.85,,S,2
43,2,female,30.0,0,0,13.0,,S,2
44,1,female,45.0,1,0,52.5542,D,S,2
45,3,male,25.0,0,0,7.925,,S,2
46,1,male,45.0,0,0,29.7,A,C,2
47,3,male,,0,0,7.75,,Q,2
48,1,female,60.0,0,0,76.2917,D,C,2
49,3,female,36.0,0,2,15.9,,S,2
50,1,male,24.0,1,0,60.0,C,S,2
51,2,male,27.0,0,0,15.0333,,C,2
52,2,female,20.0,2,1,23.0,,S,2
53,1,female,28.0,3,2,263.0,C,S,2
54,2,male,,0,0,15.5792,,C,2
55,3,male,10.0,4,1,29.125,,Q,2
56,3,male,35.0,0,0,7.8958,,S,2
57,3,male,25.0,0,0,7.65,F,S,2
58,3,male,,1,0,16.1,,S,2
59,1,female,36.0,0,0,262.375,B,C,2
60,3,male,17.0,0,0,7.8958,,S,2
61,2,male,32.0,0,0,13.5,,S,2
62,3,male,18.0,0,0,7.75,,S,2
63,3,female,22.0,0,0,7.725,,Q,2
64,1,male,13.0,2,2,262.375,B,C,2
65,2,female,,0,0,21.0,,S,2
66,3,female,18.0,0,0,7.8792,,Q,2
67,1,male,47.0,0,0,42.4,,S,2
68,1,male,31.0,0,0,28.5375,C,C,2
69,1,female,60.0,1,4,263.0,C,S,2
70,3,female,24.0,0,0,7.75,,Q,2
71,3,male,21.0,0,0,7.8958,,S,2
72,3,female,29.0,0,0,7.925,,S,2
73,1,male,28.5,0,0,27.7208,D,C,2
74,1,female,35.0,0,0,211.5,C,C,2
75,1,male,32.5,0,0,211.5,C,C,2
76,3,male,,0,0,8.05,,S,2
77,1,female,55.0,2,0,25.7,C,S,2
78,2,male,30.0,0,0,13.0,,S,2
79,3,female,24.0,0,0,7.75,,Q,2
80,3,male,6.0,1,1,15.2458,,C,2
81,1,male,67.0,1,0,221.7792,C,S,2
82,1,male,49.0,0,0,26.0,,S,2
83,3,male,,0,0,7.8958,,S,2
84,2,male,,0,0,10.7083,,Q,2
85,3,male,,1,0,14.4542,,C,2
86,3,female,27.0,0,0,7.8792,,Q,2
87,3,female,18.0,0,0,8.05,,S,2
88,3,female,,0,0,7.75,,Q,2
89,2,male,2.0,1,1,23.0,,S,2
90,3,female,22.0,1,0,13.9,,S,2
91,3,male,,0,0,7.775,,S,2
92,1,female,27.0,1,2,52.0,B,S,2
93,3,male,,0,0,8.05,,S,2
94,1,male,25.0,0,0,26.0,,C,2
95,3,male,25.0,0,0,7.7958,,S,2
96,1,female,76.0,1,0,78.85,C,S,2
97,3,male,29.0,0,0,7.925,,S,2
98,3,female,20.0,0,0,7.8542,,S,2
99,3,male,33.0,0,0,8.05,,S,2
100,1,female,43.0,1,0,55.4417,C,C,2
101,2,male,27.0,1,0,26.0,,S,2
102,3,male,,0,0,7.75,,Q,2
103,3,male,26.0,0,0,7.775,,S,2
104,3,female,16.0,1,1,8.5167,,C,2
105,3,male,28.0,0,0,22.525,,S,2
106,3,male,21.0,0,0,7.8208,,Q,2
107,3,male,,0,0,7.75,,Q,2
108,3,male,,0,0,8.7125,,S,2
109,2,male,18.5,0,0,13.0,F,S,2
110,2,male,41.0,0,0,15.0458,,C,2
111,3,female,,0,0,7.7792,,Q,2
112,1,female,36.0,0,0,31.6792,A,C,2
113,3,female,18.5,0,0,7.2833,,Q,2
114,1,female,63.0,1,0,221.7792,C,S,2
115,3,male,18.0,1,0,14.4542,,C,2
116,3,male,,0,0,6.4375,,C,2
117,3,female,1.0,1,1,16.7,G,S,2
118,1,male,36.0,0,0,75.2417,C,C,2
119,2,female,29.0,1,0,26.0,,S,2
120,2,female,12.0,0,0,15.75,,S,2
121,3,male,,1,0,7.75,,Q,2
122,1,female,35.0,1,0,57.75,C,C,2
123,3,male,28.0,0,0,7.25,,S,2
124,3,male,,0,0,7.75,,Q,2
125,3,female,17.0,0,1,16.1,,S,2
126,3,male,22.0,0,0,7.7958,,S,2
127,3,female,,2,0,23.25,,Q,2
128,2,male,42.0,0,0,13.0,,S,2
129,3,male,24.0,0,0,8.05,,S,2
130,3,male,32.0,0,0,8.05,,S,2
131,1,male,53.0,0,0,28.5,C,C,2
132,3,female,,0,4,25.4667,,S,2
133,3,male,,1,0,6.4375,,C,2
134,3,male,43.0,0,0,7.8958,,S,2
135,3,male,24.0,0,0,7.8542,,S,2
136,3,male,26.5,0,0,7.225,,C,2
137,2,male,26.0,0,0,13.0,,S,2
138,3,female,23.0,0,0,8.05,,S,2
139,3,male,40.0,1,6,46.9,,S,2
140,3,female,10.0,5,2,46.9,,S,2
141,1,female,33.0,0,0,151.55,,S,2
142,1,male,61.0,1,3,262.375,B,C,2
143,2,male,28.0,0,0,26.0,,S,2
144,1,male,42.0,0,0,26.55,,S,2
145,3,male,31.0,3,0,18.0,,S,2
146,1,male,,0,0,51.8625,E,S,2
147,3,male,22.0,0,0,8.05,,S,2
148,1,male,,0,0,26.55,,S,2
149,2,male,30.0,1,1,26.0,,S,2
150,1,female,23.0,0,1,83.1583,C,C,2
151,3,male,,0,0,7.8958,,C,2
153,3,female,36.0,0,2,12.1833,,S,2
154,3,male,13.0,4,2,31.3875,,S,2
155,3,male,24.0,0,0,7.55,,S,2
156,1,female,29.0,0,0,221.7792,C,S,2
157,3,female,23.0,0,0,7.8542,,S,2
158,1,male,42.0,0,0,26.55,D,S,2
159,3,female,26.0,0,2,13.775,,S,2
160,3,female,,0,0,7.7333,,Q,2
161,3,male,7.0,1,1,15.2458,,C,2
162,2,female,26.0,0,0,13.5,,S,2
163,3,male,,0,0,7.0,,S,2
164,2,male,41.0,0,0,13.0,,S,2
165,3,female,26.0,1,1,22.025,,S,2
166,1,male,48.0,0,0,50.4958,B,C,2
167,3,male,18.0,2,2,34.375,,S,2
168,1,female,,0,0,27.7208,,C,2
169,3,female,22.0,0,0,8.9625,,S,2
170,3,male,,0,0,7.55,,S,2
171,3,male,27.0,0,0,7.225,,C,2
172,3,male,23.0,1,0,13.9,,S,2
173,3,male,,0,0,7.2292,,C,2
174,3,male,40.0,1,5,31.3875,,S,2
175,2,female,15.0,0,2,39.0,,S,2
176,2,female,20.0,0,0,36.75,,S,2
177,1,male,54.0,1,0,55.4417,C,C,2
178,2,female,36.0,0,3,39.0,F,S,2
179,1,female,64.0,0,2,83.1583,E,C,2
180,2,male,30.0,0,0,13.0,,S,2
181,1,male,37.0,1,1,83.1583,E,C,2
182,1,female,18.0,1,0,53.1,D,S,2
183,3,male,,0,0,7.75,,Q,2
184,1,female,27.0,1,1,247.5208,B,C,2
185,2,male,40.0,0,0,16.0,,S,2
186,2,female,21.0,0,1,21.0,,S,2
187,3,male,17.0,2,0,8.05,,S,2
188,3,female,,8,2,69.55,,S,2
189,2,male,40.0,0,0,13.0,,S,2
190,2,male,34.0,1,0,26.0,,S,2
191,1,male,,0,0,26.0,,S,2
192,3,male,11.5,1,1,14.5,,S,2
193,2,male,61.0,0,0,12.35,,Q,2
194,2,male,8.0,0,2,32.5,,S,2
195,3,male,33.0,0,0,7.8542,,S,2
196,1,male,6.0,0,2,134.5,E,C,2
197,3,female,18.0,0,0,7.775,,S,2
198,2,male,23.0,0,0,10.5,,S,2
199,3,female,,0,0,8.1125,,S,2
200,3,female,,0,0,15.5,,Q,2
201,3,male,0.33,0,2,14.4,,S,2
202,1,male,47.0,1,0,227.525,C,C,2
203,2,female,8.0,1,1,26.0,,S,2
204,2,male,25.0,0,0,10.5,,S,2
205,1,male,,0,0,25.7417,,C,2
206,3,female,35.0,0,0,7.75,,Q,2
207,2,male,24.0,0,0,10.5,,S,2
208,1,female,33.0,0,0,27.7208,A,C,2
209,3,male,25.0,0,0,7.8958,,S,2
210,3,male,32.0,0,0,22.525,,S,2
211,3,male,,0,0,7.05,,S,2
212,2,male,17.0,0,0,73.5,,S,2
213,2,female,60.0,1,0,26.0,,S,2
214,3,female,38.0,4,2,7.775,,S,2
215,1,male,42.0,0,0,42.5,B,S,2
216,3,female,,0,0,7.8792,,Q,2
217,1,male,57.0,1,1,164.8667,,S,2
218,1,female,50.0,1,1,211.5,C,C,2
219,3,male,,0,0,8.05,,S,2
220,2,female,30.0,1,0,13.8583,,C,2
221,3,male,21.0,0,0,8.05,,S,2
222,2,female,22.0,0,0,10.5,F,S,2
223,3,male,21.0,0,0,7.7958,,S,2
224,1,female,53.0,0,0,27.4458,,C,2
225,3,female,,0,2,15.2458,,C,2
226,3,male,23.0,0,0,7.7958,,S,2
227,3,female,,0,0,7.75,,Q,2
228,3,male,40.5,0,0,15.1,,S,2
229,2,male,36.0,0,0,13.0,,S,2
230,2,male,14.0,0,0,65.0,,S,2
231,1,female,21.0,0,0,26.55,,S,2
232,3,male,21.0,1,0,6.4958,,S,2
233,3,male,,0,0,7.8792,,Q,2
234,1,male,39.0,1,0,71.2833,C,C,2
235,3,male,20.0,0,0,7.8542,,S,2
236,1,male,64.0,1,0,75.25,D,C,2
237,3,male,20.0,0,0,7.225,,C,2
238,2,female,18.0,1,1,13.0,,S,2
239,1,female,48.0,1,0,106.425,C,C,2
240,1,female,55.0,0,0,27.7208,,C,2
241,2,female,45.0,0,2,30.0,,S,2
242,1,male,45.0,1,1,134.5,E,C,2
243,3,male,,0,0,7.8875,,S,2
244,3,male,,1,2,23.45,,S,2
245,1,male,41.0,1,0,51.8625,D,S,2
246,2,female,22.0,0,0,21.0,,S,2
247,2,male,42.0,1,1,32.5,,S,2
248,2,female,29.0,1,0,26.0,,S,2
249,3,female,,1,0,14.4542,,C,2
250,2,female,0.92,1,2,27.75,,S,2
251,3,male,20.0,0,0,7.925,,S,2
252,1,male,27.0,1,0,136.7792,C,C,2
253,3,male,24.0,0,0,9.325,,S,2
254,3,male,32.5,0,0,9.5,,S,2
255,3,male,,0,0,7.55,,S,2
256,3,male,,0,0,7.75,,Q,2
257,3,male,28.0,0,0,8.05,,S,2
258,2,female,19.0,0,0,13.0,,S,2
259,3,male,21.0,0,0,7.775,,S,2
260,3,male,36.5,1,0,17.4,,S,2
261,3,male,21.0,0,0,7.8542,,S,2
262,2,female,29.0,0,2,23.0,,S,2
263,3,female,1.0,1,1,12.1833,,S,2
264,2,male,30.0,0,0,12.7375,,C,2
265,3,male,,0,0,7.8958,,S,2
266,1,male,,0,0,0.0,,S,2
267,3,male,,0,0,7.55,,S,2
268,3,female,,0,0,8.05,,S,2
269,3,male,17.0,0,0,8.6625,,S,2
270,1,male,46.0,0,0,75.2417,C,C,2
271,3,male,,0,0,7.75,,Q,2
272,1,female,26.0,1,0,136.7792,C,C,2
273,3,female,,1,0,15.5,,Q,2
274,3,male,,0,0,7.225,,C,2
275,2,female,20.0,1,0,26.0,,S,2
276,2,male,28.0,0,0,10.5,,S,2
277,2,male,40.0,1,0,26.0,,S,2
278,2,male,30.0,1,0,21.0,,S,2
279,2,male,22.0,0,0,10.5,,S,2
280,3,female,23.0,0,0,8.6625,,S,2
281,3,male,0.75,1,1,13.775,,S,2
282,3,female,,0,0,7.75,,Q,2
283,3,female,9.0,1,1,15.2458,,C,2
284,3,female,2.0,1,1,20.2125,,S,2
285,3,male,36.0,0,0,7.25,,S,2
286,3,male,,0,0,7.25,,S,2
287,1,male,24.0,1,0,82.2667,B,S,2
288,3,male,,0,0,7.2292,F,C,2
289,3,male,,0,0,8.05,,S,2
290,1,male,,0,0,39.6,,S,2
291,3,female,30.0,0,0,6.95,,Q,2
292,3,male,,0,0,7.2292,,C,2
293,1,male,53.0,1,1,81.8583,A,S,2
294,3,male,36.0,0,0,9.5,,S,2
295,3,male,26.0,0,0,7.8958,,S,2
296,2,female,1.0,1,2,41.5792,,C,2
297,3,male,,2,0,21.6792,,C,2
298,1,male,30.0,0,0,45.5,,S,2
299,3,male,29.0,0,0,7.8542,,S,2
300,3,male,32.0,0,0,7.775,,S,2
301,2,male,,0,0,15.0458,D,C,2
302,2,male,43.0,0,1,21.0,,S,2
303,3,male,24.0,0,0,8.6625,,S,2
304,3,female,,0,0,7.75,,Q,2
305,1,female,64.0,1,1,26.55,B,S,2
306,1,male,30.0,1,2,151.55,C,S,2
307,3,male,0.83,0,1,9.35,,S,2
308,1,male,55.0,1,1,93.5,B,S,2
309,3,female,45.0,1,0,14.1083,,S,2
310,3,male,18.0,0,0,8.6625,,S,2
311,3,male,22.0,0,0,7.225,,C,2
312,3,male,,0,0,7.575,,S,2
313,3,female,37.0,0,0,7.75,,Q,2
314,1,female,55.0,0,0,135.6333,C,C,2
315,3,female,17.0,0,0,7.7333,,Q,2
316,1,male,57.0,1,0,146.5208,B,C,2
317,2,male,19.0,0,0,10.5,,S,2
318,3,male,27.0,0,0,7.8542,,S,2
319,2,male,22.0,2,0,31.5,,S,2
320,3,male,26.0,0,0,7.775,,S,2
