first-name,organization-name,annual-salary,pay-rate,system,regular-earnings,overtime-earning,other-earnings,ytd-gross
123,8,1,0,1,1,0,0,2
500,8,0,0,1,0,0,0,0
402,8,3,0,1,3,0,0,3
342,8,3,0,1,3,0,0,3
124,8,1,0,1,1,0,0,1
367,8,2,0,1,2,0,0,2
111,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
500,8,2,0,1,2,0,0,2
332,8,2,0,1,2,0,0,2
173,8,2,0,1,2,0,0,2
500,8,4,0,1,4,0,0,4
279,8,3,0,1,3,0,0,3
484,8,2,0,1,2,0,0,2
500,8,1,0,1,1,0,0,1
279,8,2,0,1,2,0,0,2
305,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
57,8,1,0,1,1,0,0,1
60,8,3,0,1,3,0,0,3
400,8,2,0,1,2,0,0,2
221,8,1,0,1,1,0,0,1
183,8,2,0,1,2,0,0,2
500,8,1,0,1,1,0,0,2
391,8,2,0,1,2,0,0,2
500,8,1,0,1,1,2,0,4
500,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
152,8,1,0,1,1,0,0,1
240,8,3,0,1,3,0,0,3
494,8,3,0,1,3,0,0,3
456,8,4,0,1,3,0,0,3
250,8,0,0,1,0,0,0,0
370,8,2,0,1,2,0,0,3
275,8,3,0,1,3,0,0,3
408,8,2,0,1,2,0,0,2
500,8,1,0,1,1,0,0,1
156,8,3,0,1,3,0,0,3
60,8,3,0,1,3,0,0,3
500,8,1,0,1,0,0,0,1
500,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,4
42,8,1,0,1,1,0,0,2
34,8,2,0,1,2,0,0,3
500,8,1,0,1,0,0,0,0
376,8,1,0,1,1,0,0,1
183,8,3,0,1,3,0,0,3
388,8,3,0,1,3,0,0,3
500,8,1,0,1,1,0,0,1
50,8,1,0,1,1,0,0,1
371,8,3,0,1,3,0,0,3
365,8,3,0,1,3,0,0,3
458,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
232,8,2,0,1,2,0,0,2
402,8,1,0,1,1,0,0,1
34,8,3,0,1,3,0,0,4
479,8,1,0,1,1,0,0,1
500,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
156,8,2,0,1,2,0,0,2
396,8,1,0,1,1,0,0,1
34,8,3,0,1,3,0,0,4
161,8,3,0,1,3,0,0,4
141,8,3,0,1,3,0,0,3
460,8,1,0,1,1,0,0,1
500,8,1,0,1,1,0,0,1
500,8,2,0,1,2,0,0,2
161,8,3,0,1,3,0,0,3
44,8,1,0,1,1,0,0,1
109,8,2,0,1,2,0,0,2
5,8,1,0,1,1,0,0,1
394,8,3,0,1,3,0,0,3
484,8,3,0,1,3,0,0,3
500,8,3,0,1,3,0,0,3
367,8,2,0,1,2,0,0,2
500,8,3,0,1,2,0,0,3
434,8,1,0,1,1,0,0,1
130,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
500,8,1,0,1,1,0,0,1
344,8,2,0,1,2,0,0,3
500,8,1,0,1,1,0,0,1
454,8,1,0,1,1,0,0,2
394,8,2,0,1,2,0,0,2
277,8,3,0,1,3,0,0,3
130,8,1,0,1,1,0,0,1
500,8,1,0,1,1,0,0,1
126,8,1,0,1,1,0,0,1
500,8,1,0,1,1,0,0,1
41,8,1,0,1,0,0,0,0
293,8,0,0,1,0,0,0,0
494,8,1,0,1,1,0,0,1
500,8,3,0,1,3,0,0,3
183,8,0,0,1,0,0,0,0
34,8,2,0,1,2,0,0,2
27,8,3,0,1,3,0,0,3
500,8,1,0,1,1,0,0,1
184,8,1,0,1,1,0,0,1
333,8,3,0,1,3,0,0,3
71,8,3,0,1,3,0,0,4
34,8,2,0,1,2,0,0,2
213,8,1,0,1,1,0,0,1
500,8,1,0,1,1,0,0,1
65,8,3,0,1,3,0,0,3
241,8,3,0,1,3,0,0,3
443,8,3,0,1,3,0,0,3
213,8,4,0,1,4,0,0,4
425,8,3,0,1,3,0,0,3
500,8,1,0,1,1,0,0,1
81,8,1,0,1,1,0,0,1
139,8,1,0,1,1,0,0,1
77,8,0,0,1,2,0,0,2
132,8,3,0,1,1,0,0,1
441,8,4,0,1,4,0,0,4
388,8,1,0,1,1,0,0,1
112,8,2,0,1,2,0,0,3
326,8,3,0,1,3,0,0,3
332,8,1,0,1,1,0,0,1
461,8,1,0,1,1,0,0,1
500,8,0,0,1,0,0,0,0
459,8,4,0,1,3,0,0,4
344,8,6,0,1,6,0,0,6
500,8,1,0,1,1,0,0,1
237,8,1,0,1,1,0,0,1
213,8,1,0,1,1,0,0,1
494,8,3,0,1,3,0,0,4
137,8,1,0,1,1,0,0,1
482,8,1,0,1,1,0,0,1
500,8,2,0,1,2,1,0,4
110,8,2,0,1,2,0,0,3
500,8,2,0,1,2,0,0,2
500,8,1,0,1,1,0,0,1
344,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
445,8,0,0,1,4,0,0,4
500,8,3,0,1,3,0,0,3
114,8,3,0,1,3,0,0,3
90,8,1,0,1,1,0,0,1
60,8,1,0,1,1,0,0,1
500,8,1,0,1,0,0,0,0
500,8,1,0,1,0,0,0,0
344,8,1,0,1,2,0,0,2
246,8,3,0,1,2,0,0,3
195,8,3,0,1,3,0,0,3
174,8,2,0,1,2,0,0,2
344,8,3,0,1,3,0,0,3
500,8,2,0,1,2,0,0,2
344,8,3,0,1,3,0,0,3
292,8,4,0,1,4,0,0,4
500,8,2,0,1,2,0,0,3
43,8,4,0,1,4,0,0,4
310,8,2,0,1,2,0,0,2
363,8,1,0,1,1,0,0,2
123,8,2,0,1,2,0,0,3
25,8,2,0,1,2,0,0,3
500,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,3
362,8,2,0,1,2,0,0,2
45,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
287,8,2,0,1,1,0,0,2
191,8,1,0,1,1,0,0,1
34,8,3,0,1,3,0,0,3
146,8,3,0,1,3,0,0,3
401,8,2,0,1,2,0,0,3
305,8,3,0,1,3,0,0,3
494,8,1,0,1,0,0,0,0
216,8,3,0,1,3,0,0,3
476,8,3,0,1,3,0,0,3
500,8,1,0,1,0,0,0,0
86,8,1,0,1,0,0,0,0
500,8,1,0,1,1,0,0,1
232,8,1,0,1,1,0,0,1
500,8,1,0,1,1,0,0,1
64,8,2,0,1,1,0,0,1
371,8,0,0,1,1,0,0,1
416,8,1,0,1,1,0,0,1
200,8,3,0,1,3,0,0,3
416,8,1,0,1,1,0,0,1
67,8,2,0,1,2,0,0,2
40,8,1,0,1,1,0,0,1
391,8,3,0,1,3,0,0,3
43,8,1,0,1,1,0,0,1
141,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
184,8,2,0,1,0,0,0,0
500,8,2,0,1,2,0,0,2
500,8,3,0,1,3,1,0,4
86,8,0,0,1,2,0,0,3
182,8,4,0,1,4,0,0,4
115,8,4,0,1,2,0,0,2
390,8,1,0,1,1,0,0,2
111,8,1,0,1,0,0,0,0
459,8,2,0,1,2,0,0,2
27,8,1,0,1,1,0,0,1
287,8,1,0,1,1,0,0,1
500,8,1,0,1,1,0,0,1
319,8,4,0,1,4,0,0,4
344,8,0,0,1,0,0,0,0
500,8,2,0,1,2,0,0,2
344,8,3,0,1,3,0,0,3
500,8,2,0,1,2,1,0,4
11,8,2,0,1,2,0,0,3
3,8,3,0,1,3,0,0,3
275,8,3,0,1,3,0,0,3
411,8,3,0,1,3,0,0,3
439,8,0,0,1,0,0,0,1
275,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,3
181,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
275,8,2,0,1,2,0,0,2
494,8,0,0,1,0,0,0,0
500,8,1,0,1,1,0,0,1
86,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
178,8,2,0,1,2,0,0,2
342,8,2,0,1,2,0,0,2
144,8,1,0,1,0,0,0,1
6,8,2,0,1,2,0,0,2
213,8,2,0,1,2,0,0,2
394,8,2,0,1,2,0,0,3
21,8,2,0,1,2,0,0,2
394,8,2,0,1,2,0,0,2
344,8,3,0,1,3,0,0,3
118,8,1,0,1,0,0,0,0
469,8,2,0,1,2,0,0,3
490,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
115,8,3,0,1,3,0,0,3
391,8,2,0,1,2,0,0,2
64,8,1,0,1,1,0,0,1
447,8,3,0,1,3,0,0,3
60,8,2,0,1,2,0,0,2
213,8,2,0,1,2,0,0,2
86,8,2,0,1,2,0,0,2
246,8,3,0,1,3,0,0,3
43,8,4,0,1,4,0,0,4
500,8,1,0,1,0,0,0,0
375,8,2,0,1,2,0,0,2
488,8,2,0,1,2,0,0,2
13,8,1,0,1,0,0,0,0
94,8,1,0,1,1,0,0,1
344,8,0,0,1,0,0,0,0
500,8,0,0,1,0,0,0,0
365,8,1,0,1,0,0,0,0
72,8,1,0,1,0,0,0,0
459,8,4,0,1,4,0,0,4
416,8,6,0,1,6,0,0,6
494,8,3,0,1,3,0,0,3
92,8,0,0,1,0,0,0,0
275,8,2,0,1,2,0,0,2
335,8,2,0,1,2,0,0,2
459,8,2,0,1,2,0,0,2
5,8,2,0,1,2,0,0,2
326,8,0,0,1,0,0,0,0
344,8,2,0,1,2,0,0,2
487,8,2,0,1,1,0,0,2
200,8,2,0,1,2,0,0,2
500,8,2,0,1,1,0,0,1
500,8,2,0,1,1,0,0,1
220,8,1,0,1,1,0,0,1
370,8,3,0,1,3,0,0,3
500,8,2,0,1,2,0,0,3
500,8,0,0,1,0,0,0,1
500,8,1,0,1,0,0,0,0
213,8,4,0,1,4,0,0,4
183,8,1,0,1,1,0,0,2
241,8,2,0,1,2,0,0,2
275,8,0,0,1,1,0,0,1
246,8,1,0,1,1,0,0,1
65,8,1,0,1,0,0,0,0
500,8,3,0,1,3,0,0,3
188,8,0,0,1,1,0,0,1
500,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
500,8,1,0,1,0,0,0,0
500,8,2,0,1,2,0,0,2
125,8,2,0,1,2,0,0,2
220,8,2,0,1,2,0,0,2
500,8,1,0,1,1,0,0,1
81,8,2,0,1,2,0,0,3
331,8,3,0,1,3,0,0,3
195,8,3,0,1,3,0,0,3
213,8,3,0,1,3,0,0,3
402,8,2,0,1,2,0,0,2
149,8,1,0,1,2,0,0,2
302,8,3,0,1,3,0,0,3
381,8,2,0,1,2,0,0,2
412,8,2,0,1,2,0,0,2
123,8,2,0,1,2,0,0,2
213,8,1,0,1,1,0,0,1
213,8,2,0,1,2,0,0,2
500,8,1,0,1,0,0,0,0
152,8,3,0,1,3,0,0,3
434,8,3,0,1,3,0,0,3
184,8,2,0,1,2,0,0,2
487,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
394,8,2,0,1,2,0,0,2
417,8,6,0,1,6,0,0,6
11,8,2,0,1,2,0,0,2
191,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
53,8,1,0,1,0,0,0,0
459,8,2,0,1,2,0,0,2
246,8,1,0,1,0,0,0,0
500,8,2,0,1,2,1,0,3
500,8,0,0,1,0,0,0,0
344,8,2,0,1,2,0,0,2
500,8,1,0,1,0,0,0,0
241,8,0,0,1,0,0,0,0
98,8,2,0,1,2,0,0,2
246,8,4,0,1,4,0,0,4
250,8,2,0,1,2,0,0,2
394,8,2,0,1,2,0,0,2
254,8,2,0,1,2,0,0,2
500,8,2,0,1,0,0,0,0
241,8,1,0,1,1,0,0,2
287,8,1,0,1,1,0,0,1
188,8,0,0,1,0,0,0,0
376,8,0,0,1,0,0,0,0
344,8,3,0,1,3,0,0,3
459,8,1,0,1,1,0,0,1
91,8,1,0,1,0,0,0,0
495,8,1,0,1,1,0,0,2
459,8,0,0,1,1,0,0,1
201,8,0,0,1,0,0,0,0
500,8,1,0,1,1,0,0,1
416,8,0,0,1,0,0,0,0
344,8,2,0,1,2,0,0,3
86,8,2,0,1,2,0,0,3
391,8,0,0,1,0,0,0,1
494,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,3
133,8,0,0,1,1,0,0,1
494,8,2,0,1,2,0,0,2
500,8,1,0,1,1,0,0,1
500,8,4,0,1,4,1,0,6
344,8,2,0,1,2,0,0,2
453,8,0,0,1,0,0,0,0
500,8,2,0,1,2,0,0,2
500,8,2,0,1,2,1,0,4
500,8,6,0,1,2,0,0,2
294,8,4,0,1,4,0,0,4
344,8,4,0,1,0,0,0,0
462,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
487,8,0,0,1,0,0,0,0
302,8,3,0,1,3,0,0,3
102,8,3,0,1,3,0,0,3
344,8,3,0,1,3,0,0,3
206,8,3,0,1,3,0,0,3
319,8,3,0,1,3,0,0,3
203,8,3,0,1,3,0,0,3
191,8,3,0,1,3,0,0,3
500,8,3,0,1,3,0,0,3
287,8,0,0,1,0,0,0,0
350,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
246,8,3,0,1,3,0,0,3
500,8,2,0,1,2,0,0,2
143,8,2,0,1,2,0,0,2
142,8,0,0,1,0,0,0,0
57,8,3,0,1,3,0,0,3
346,8,3,0,1,3,0,0,4
305,8,4,0,1,4,0,0,4
234,8,0,0,1,0,0,0,0
500,8,0,0,1,3,0,0,4
215,8,5,0,1,5,0,0,5
500,8,3,0,1,3,0,0,3
500,8,3,0,1,3,0,0,3
81,8,2,0,1,2,0,0,2
179,8,3,0,1,2,0,0,2
500,8,4,0,1,4,0,0,4
127,8,5,0,1,4,0,0,5
89,8,2,0,1,2,0,0,2
236,8,3,0,1,3,0,0,3
334,8,3,0,1,3,0,0,3
391,8,3,0,1,1,0,0,1
500,8,4,0,1,4,0,0,4
86,8,2,0,1,2,0,0,2
500,8,2,0,1,2,0,0,2
265,8,4,0,1,4,0,0,4
326,8,4,0,1,4,0,0,4
161,8,0,0,1,0,0,0,0
500,8,2,0,1,2,0,0,2
407,8,3,0,1,2,0,0,2
500,8,5,0,1,5,0,0,5
500,8,4,0,1,1,0,0,1
31,8,4,0,1,4,0,0,4
173,8,1,0,1,1,0,0,1
34,8,3,0,1,3,0,0,3
500,8,2,0,1,1,0,0,1
500,8,2,0,1,1,0,0,1
234,8,2,0,1,2,0,0,2
500,8,0,0,1,2,0,0,2
353,8,6,0,1,6,0,0,6
500,8,2,0,1,2,0,0,2
500,8,3,0,1,3,0,0,3
175,8,4,0,1,4,0,0,4
123,8,4,0,1,4,0,0,4
394,8,4,0,1,4,0,0,4
329,8,6,0,1,6,0,0,6
265,8,2,0,1,2,0,0,2
302,8,5,0,1,5,0,0,5
267,8,2,0,1,2,0,0,2
92,8,0,0,1,2,0,0,2
300,8,3,0,1,3,0,0,3
166,8,4,0,1,4,0,0,4
494,8,5,0,1,5,0,0,5
215,8,3,0,1,1,0,0,1
279,8,3,0,1,3,0,0,3
344,8,6,0,1,6,0,0,6
500,8,3,0,1,3,0,0,3
121,8,4,0,1,4,0,0,4
81,8,3,0,1,3,0,0,3
491,8,4,0,1,4,0,0,4
113,8,2,0,1,2,0,0,2
241,8,4,0,1,4,0,0,4
389,8,3,0,1,3,0,0,3
302,8,2,0,1,2,0,0,2
320,8,2,0,1,2,0,0,2
112,8,2,0,1,2,0,0,2
500,8,5,0,1,5,0,0,5
494,8,4,0,1,4,0,0,4
500,8,4,0,1,4,0,0,4
494,8,6,0,1,6,0,0,6
344,8,5,0,1,5,0,0,5
459,8,4,0,1,4,0,0,4
500,8,6,0,1,6,0,0,6
86,8,3,0,1,3,0,0,3
44,8,5,0,1,5,0,0,5
275,8,5,0,1,5,0,0,5
472,8,3,0,1,3,0,0,3
178,8,5,0,1,2,0,0,2
344,8,4,0,1,4,0,0,4
30,8,4,0,1,4,0,0,4
305,8,3,0,1,3,0,0,3
291,8,6,0,1,2,0,0,2
44,8,5,0,1,5,0,0,5
434,8,2,0,1,1,0,0,1
376,8,4,0,1,4,0,0,4
441,8,3,0,1,3,0,0,3
119,8,4,0,1,4,0,0,4
188,8,5,0,1,5,0,0,5
494,8,3,0,1,3,0,0,3
231,8,3,0,1,3,0,0,3
500,8,3,0,1,3,0,0,3
443,8,5,0,1,5,0,0,5
81,8,5,0,1,5,0,0,5
326,8,5,0,1,5,0,0,5
27,8,3,0,1,3,0,0,3
95,8,1,0,1,1,0,0,1
500,8,3,0,1,3,0,0,3
186,8,3,0,1,3,0,0,3
394,8,0,0,1,2,0,1,4
146,8,2,0,1,2,0,0,2
500,8,4,0,1,4,0,0,4
462,8,6,0,1,6,0,0,6
217,8,5,0,1,5,0,0,5
213,8,5,0,1,5,0,0,5
500,8,2,0,1,2,0,0,3
226,8,3,0,1,3,0,0,3
124,8,2,0,1,2,0,0,2
490,8,4,0,1,4,0,0,4
145,8,3,0,1,3,0,0,3
275,8,4,0,1,4,0,0,4
500,8,5,0,1,5,0,0,5
213,8,4,0,1,4,0,0,4
402,8,4,0,1,4,0,0,4
210,8,4,0,1,4,0,0,4
387,8,2,0,1,2,0,0,2
441,8,4,0,1,4,0,0,4
70,8,4,0,1,3,0,0,3
123,8,4,0,1,4,0,0,4
500,8,0,0,1,0,0,0,0
279,8,2,0,1,2,0,0,2
500,8,4,0,1,4,0,0,4
213,8,4,0,1,4,0,0,4
500,8,2,0,1,2,0,0,2
344,8,3,0,1,0,0,0,0
241,8,4,0,1,4,0,0,4
402,8,2,0,1,2,0,0,2
246,8,5,0,1,5,0,0,5
500,8,3,0,1,3,0,0,3
272,8,3,0,1,3,0,0,3
246,8,5,0,1,5,0,0,5
494,8,0,0,1,1,0,0,1
145,8,5,0,1,5,0,0,5
369,8,2,0,1,1,0,0,1
459,8,2,0,1,2,0,0,2
371,8,5,0,1,5,0,0,5
500,8,0,0,1,1,0,0,2
494,8,3,0,1,3,0,0,3
464,8,3,0,1,3,0,0,3
326,8,4,0,1,4,0,0,4
70,8,5,0,1,5,0,0,5
441,8,5,0,1,5,0,0,5
500,8,5,0,1,5,0,0,5
500,8,3,0,1,3,0,0,3
500,8,4,0,1,4,0,0,4
500,8,5,0,1,5,0,0,5
305,8,3,0,1,3,0,0,3
500,8,4,0,1,4,0,0,4
96,24,2,0,1,2,0,0,2
400,24,6,0,1,6,0,0,6
375,24,0,0,1,0,0,0,0
441,24,3,0,1,3,0,0,3
246,24,8,0,1,8,0,0,8
485,24,3,0,1,3,0,0,3
290,24,4,0,1,4,0,0,4
154,24,4,0,1,4,0,0,4
500,24,6,0,1,6,0,0,6
176,24,7,0,1,7,0,0,7
391,24,4,0,1,4,0,0,4
118,24,3,0,1,3,0,0,3
123,24,3,0,1,1,0,0,1
123,24,3,0,1,3,0,0,3
296,24,5,0,1,5,0,0,5
136,24,5,0,1,5,0,0,5
500,24,3,0,1,3,0,0,3
111,24,0,0,1,0,0,0,0
183,24,6,0,1,6,0,0,6
345,24,3,0,1,3,0,0,3
479,24,5,0,1,5,0,0,5
43,24,2,0,1,2,0,0,2
488,24,2,0,1,2,0,0,2
283,24,7,0,1,7,0,0,7
459,24,3,0,1,3,0,0,3
500,24,0,0,1,1,0,0,1
182,24,4,0,1,4,0,0,4
500,24,5,0,1,4,0,0,4
302,24,3,0,1,3,0,0,3
500,24,4,0,1,4,0,0,4
34,24,0,0,1,2,0,0,2
500,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
264,24,2,0,1,2,0,0,2
132,24,3,0,1,3,0,0,3
172,24,3,0,1,3,0,0,3
467,24,3,0,1,3,0,0,3
127,24,3,0,1,3,0,0,3
486,24,3,0,1,3,0,0,3
500,24,4,0,1,4,0,0,4
48,24,4,0,1,4,0,0,4
228,24,7,0,1,7,0,0,7
383,24,5,0,1,2,0,0,2
26,24,1,0,1,1,0,0,1
346,24,1,0,1,1,0,0,1
152,24,2,0,1,2,0,0,2
500,24,2,0,1,2,0,0,2
344,24,5,0,1,5,0,0,5
233,24,3,0,1,3,0,0,3
394,24,5,0,1,5,0,0,5
500,24,5,0,1,5,0,0,5
500,24,3,0,1,3,0,0,3
243,24,4,0,1,2,0,0,2
142,24,3,0,1,3,0,0,3
248,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
123,24,2,0,1,2,0,0,2
246,24,3,0,1,3,0,0,3
500,24,4,0,1,4,0,0,4
83,24,4,0,1,4,0,0,4
500,24,7,0,1,7,0,0,7
500,24,4,0,1,4,0,0,4
108,24,2,0,1,2,0,0,2
371,24,6,0,1,2,0,0,2
394,24,4,0,1,4,0,0,4
43,24,2,0,1,2,0,0,2
130,24,3,0,1,3,0,0,3
500,24,3,0,1,3,0,0,3
394,24,2,0,1,2,0,0,2
241,24,9,0,1,9,0,0,9
241,24,4,0,1,4,0,0,4
43,24,4,0,1,2,0,0,2
191,24,5,0,1,5,0,0,5
414,24,5,0,1,5,0,0,5
233,24,3,0,1,3,0,0,3
445,24,3,0,1,3,0,0,3
322,24,3,0,1,3,0,0,3
450,24,3,0,1,3,0,0,3
123,24,1,0,1,1,0,0,1
366,24,5,0,1,5,0,0,5
216,24,0,0,1,0,0,0,0
302,24,3,0,1,3,0,0,3
217,24,5,0,1,5,0,0,5
380,24,6,0,1,6,0,0,6
199,24,5,0,1,5,0,0,5
500,24,4,0,1,1,0,0,1
279,24,2,0,1,2,0,0,2
500,24,3,0,1,3,0,0,3
250,24,3,0,1,3,0,0,3
332,24,2,0,1,2,0,0,2
260,24,4,0,1,4,0,0,4
332,24,3,0,1,3,0,0,3
142,24,3,0,1,3,0,0,3
458,24,2,0,1,2,0,0,2
142,24,3,0,1,3,0,0,3
92,24,2,0,1,2,0,0,2
76,24,3,0,1,3,0,0,3
326,24,6,0,1,6,0,0,6
500,24,3,0,1,3,0,0,3
86,24,5,0,1,5,0,0,5
500,24,3,0,1,3,0,0,3
443,24,3,0,1,3,0,0,3
489,24,3,0,1,3,0,0,3
500,24,5,0,1,5,0,0,5
156,24,2,0,1,2,0,0,2
282,24,5,0,1,4,0,0,4
255,24,4,0,1,4,0,0,4
308,24,3,0,1,3,0,0,3
168,24,4,0,1,4,0,0,4
279,24,3,0,1,3,0,0,3
275,24,2,0,1,2,0,0,2
199,24,2,0,1,2,0,0,2
235,24,0,0,1,1,0,0,1
500,24,3,0,1,3,0,0,3
500,24,0,0,1,1,0,0,2
402,24,4,0,1,4,0,0,4
326,24,3,0,1,3,0,0,3
469,24,3,0,1,3,0,0,3
250,24,2,0,1,2,0,0,2
141,24,5,0,1,5,0,0,5
500,24,4,0,1,4,0,0,4
443,24,6,0,1,6,0,0,6
321,24,4,0,1,4,0,0,4
420,24,2,0,1,2,0,0,2
287,24,4,0,1,4,0,0,4
176,24,4,0,1,4,0,0,4
60,24,3,0,1,3,0,0,4
459,24,4,0,1,4,0,0,4
500,24,4,0,1,4,0,0,4
115,24,3,0,1,3,0,0,4
123,24,4,0,1,4,0,0,4
500,24,2,0,1,2,0,0,2
426,24,2,0,1,2,0,0,3
156,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
394,24,2,0,1,2,0,0,2
168,24,3,0,1,3,0,0,3
94,24,2,0,1,2,0,0,2
394,24,4,0,1,4,0,0,4
241,24,0,0,1,1,0,0,2
500,24,3,0,1,3,0,0,3
279,24,3,0,1,3,0,0,3
290,24,3,0,1,3,0,0,3
462,24,2,0,1,2,0,0,2
241,24,4,0,1,4,0,0,4
246,24,3,0,1,3,0,0,3
111,24,2,0,1,2,0,0,2
277,24,3,0,1,3,0,0,3
132,24,2,0,1,2,0,0,3
500,24,3,0,1,3,0,0,3
394,24,3,0,1,3,0,0,3
500,24,4,0,1,4,0,0,4
459,24,3,0,1,3,0,0,3
115,24,2,0,1,2,0,0,3
326,24,3,0,1,3,0,0,4
391,24,3,0,1,3,0,0,4
31,24,4,0,1,4,0,0,4
246,24,3,0,1,3,0,0,3
123,24,2,0,1,2,0,0,2
90,24,3,0,1,3,0,0,4
344,24,3,0,1,3,0,0,3
8,24,2,0,1,2,0,0,2
141,24,2,0,1,2,0,0,3
166,24,4,0,1,4,0,0,4
213,24,3,0,1,3,0,0,3
246,24,0,0,1,1,0,0,2
445,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
142,24,3,0,1,3,0,0,3
303,24,3,0,1,3,0,0,3
391,24,2,0,1,2,0,0,3
131,24,2,0,1,2,0,0,3
340,24,2,0,1,2,0,0,2
490,24,4,0,1,4,0,0,4
400,24,3,0,1,3,0,0,3
263,24,3,0,1,3,0,0,3
396,24,2,0,1,2,0,0,2
441,24,2,0,1,2,0,0,2
233,24,2,0,1,2,0,0,3
141,24,3,0,1,3,0,0,3
500,24,4,0,1,4,0,0,4
410,24,0,0,1,1,0,0,1
394,24,3,0,1,3,0,0,3
241,24,2,0,1,2,0,0,2
394,24,4,0,1,4,0,0,4
183,24,3,0,1,3,0,0,3
367,24,2,0,1,2,0,0,2
500,24,2,0,1,2,0,0,2
208,24,4,0,1,4,0,0,4
275,24,5,0,1,5,0,0,5
43,24,3,0,1,3,0,0,3
326,24,3,0,1,4,0,0,4
115,24,5,0,1,5,0,0,5
391,24,4,0,1,4,0,0,4
371,24,2,0,1,2,0,0,3
241,24,4,0,1,4,0,0,4
311,24,3,0,1,2,0,0,3
333,24,2,0,1,2,0,0,2
344,24,4,0,1,4,0,0,4
213,24,2,0,1,2,0,0,2
394,24,3,0,1,3,0,0,3
54,24,2,0,1,2,0,0,2
500,24,3,0,1,3,0,0,3
492,24,3,0,1,3,0,0,3
494,24,5,0,1,5,0,0,5
420,24,4,0,1,4,0,0,4
58,24,3,0,1,3,0,0,3
462,24,4,0,1,4,0,0,4
243,24,5,0,1,5,0,0,5
228,24,2,0,1,2,0,0,2
332,24,3,0,1,3,0,0,3
275,24,4,0,1,4,0,0,4
375,24,3,0,1,3,0,0,3
369,24,3,0,1,3,0,0,3
372,24,3,0,1,3,0,0,3
371,24,6,0,1,6,0,0,6
375,24,2,0,1,2,0,0,2
459,24,4,0,1,4,0,0,4
248,24,3,0,1,3,0,0,4
86,24,0,0,1,0,0,0,0
191,24,4,0,1,4,0,0,4
196,24,4,0,1,4,0,0,4
500,24,3,0,1,3,0,0,3
361,24,1,0,1,1,0,0,1
152,24,4,0,1,4,0,0,4
114,24,4,0,1,4,0,0,4
91,24,3,0,1,3,0,0,3
500,24,4,0,1,4,0,0,4
220,24,3,0,1,3,0,0,3
500,24,4,0,1,2,0,0,2
179,24,0,0,1,1,0,0,1
402,24,2,0,1,2,0,0,2
123,24,3,0,1,3,0,0,3
376,24,1,0,1,1,0,0,1
402,24,4,0,1,3,0,0,3
213,24,4,0,1,4,0,0,4
500,24,4,0,1,4,0,0,4
394,24,2,0,1,2,0,0,3
326,24,4,0,1,4,0,0,4
241,24,4,0,1,4,0,0,4
391,24,2,0,1,2,0,0,2
500,24,2,0,1,2,0,0,2
500,24,3,0,1,3,0,0,3
293,24,2,0,1,2,0,0,2
213,24,4,0,1,4,0,0,4
95,24,2,0,1,2,0,0,2
308,24,3,0,1,3,0,0,3
459,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
183,24,4,0,1,4,0,0,4
344,24,3,0,1,3,0,0,3
123,24,4,0,1,4,0,0,4
468,24,2,0,1,2,0,0,2
45,24,2,0,1,2,0,0,2
487,24,3,0,1,3,0,0,3
206,24,3,0,1,3,0,0,3
45,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
226,24,3,0,1,3,0,0,3
500,24,2,0,1,2,0,0,2
115,24,2,0,1,2,0,0,2
104,24,2,0,1,2,0,0,2
115,24,4,0,1,4,0,0,4
276,24,2,0,1,2,0,0,2
500,24,3,0,1,3,0,0,3
279,24,2,0,1,2,0,0,2
213,24,3,0,1,3,0,0,3
494,24,3,0,1,3,0,0,3
