Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin
1,1,0,1,1,3,4,2,1
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,1,0
1,2,0,1,0,0,2,2,1
0,2,1,0,0,0,1,1,0
1,0,0,1,0,1,38,2,1
1,2,0,1,0,0,1,0,1
1,0,0,1,1,0,10,2,1
0,0,1,0,0,0,5,2,0
0,2,1,0,1,2,4,2,0
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
1,2,0,1,0,0,1,2,1
0,2,1,0,4,1,5,1,0
1,2,1,1,1,2,3,2,1
0,0,1,0,0,0,14,0,0
0,2,1,0,0,0,1,1,0
0,1,1,0,0,0,4,2,0
0,2,0,0,8,2,12,2,0
0,0,1,0,0,0,5,0,0
0,2,1,0,0,0,1,2,0
0,1,1,0,0,0,2,2,0
1,0,0,1,0,0,4,2,1
1,2,0,1,0,0,1,2,1
0,2,1,0,0,0,1,0,0
0,2,0,0,1,1,4,2,0
0,1,1,0,0,0,2,2,0
1,1,0,1,1,1,4,2,1
1,0,1,1,1,2,21,2,1
1,2,1,1,0,1,1,0,1
1,2,1,1,0,0,1,2,1
0,2,1,0,0,0,1,2,0
0,0,1,0,0,0,0,2,0
0,2,0,0,0,0,1,2,0
0,1,1,0,0,0,2,2,0
1,0,0,1,1,0,9,2,1
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,4,2,0
0,1,1,0,0,0,1,2,0
0,2,0,0,4,2,5,2,0
0,2,1,0,0,0,1,2,0
0,0,1,0,0,0,0,2,0
0,2,0,0,0,0,1,2,0
0,1,1,0,1,1,6,0,0
0,2,1,0,0,0,1,2,0
0,2,1,0,3,2,5,2,0
1,0,0,1,1,1,16,2,1
1,2,1,1,0,0,1,2,1
0,0,1,0,0,0,0,2,0
1,2,0,1,0,1,2,2,1
0,2,1,0,4,1,7,2,0
0,2,1,0,0,0,1,1,0
0,2,1,0,0,0,10,2,0
1,1,1,1,0,2,6,0,1
1,2,1,1,0,0,1,1,1
1,2,0,1,1,0,2,0,1
1,1,1,1,1,1,3,2,1
0,2,1,0,0,0,1,0,0
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
1,0,0,1,1,1,15,0,1
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
1,2,1,1,0,0,10,2,1
1,0,1,1,0,0,5,0,1
0,2,1,0,0,0,1,2,0
0,1,1,0,0,0,1,2,0
1,0,0,1,0,0,5,0,1
0,2,1,0,0,0,1,0,0
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
0,2,1,0,8,2,12,2,0
0,2,1,0,0,0,1,0,0
0,1,1,0,0,1,5,2,0
1,0,0,1,1,0,16,0,1
0,2,1,0,4,2,5,2,0
0,2,1,0,0,0,1,2,0
0,2,0,0,1,1,2,0,0
1,0,0,1,0,1,7,2,1
0,1,0,0,1,0,4,2,0
1,2,0,1,0,1,1,2,1
1,0,0,1,1,1,29,2,1
1,0,1,1,0,0,4,2,1
1,2,0,1,0,3,3,0,1
0,2,1,0,0,0,1,0,0
0,2,1,0,2,0,2,2,0
0,1,1,0,1,0,2,2,0
1,0,0,1,0,0,4,2,1
0,2,0,0,8,2,12,2,0
0,1,1,0,0,0,2,2,0
1,1,0,1,0,0,2,2,1
1,1,0,1,1,0,2,0,1
0,0,1,0,0,0,9,2,0
0,2,1,0,0,0,1,2,0
1,2,1,1,1,1,2,2,1
0,2,1,0,0,0,1,2,0
1,0,0,1,1,1,9,2,1
0,0,1,0,0,0,0,2,0
0,2,1,0,0,0,1,2,0
1,1,0,1,1,0,4,0,1
1,2,0,1,0,0,1,0,1
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
1,0,0,1,0,1,15,0,1
1,1,0,1,0,1,4,2,1
0,2,1,0,0,0,1,2,0
0,2,0,0,0,0,1,2,0
0,1,1,0,0,0,1,2,0
0,2,1,0,0,0,1,2,0
0,2,0,0,0,5,5,1,0
0,1,1,0,0,0,2,2,0
1,0,0,1,0,0,5,2,1
0,2,0,0,1,2,4,2,0
1,0,1,1,0,0,5,0,1
0,2,1,0,0,0,1,1,0
2,2,1,2,0,0,1,1,2
2,2,0,2,1,0,1,2,2
2,1,1,2,0,0,1,1,2
2,2,1,2,0,0,1,2,2
2,2,0,2,1,1,2,2,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,1,2
2,1,1,2,1,1,5,2,2
2,2,0,2,0,0,1,0,2
2,2,1,2,2,0,4,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,4,2,2
2,0,0,2,1,0,14,2,2
2,1,1,2,1,0,4,2,2
2,0,0,2,1,0,11,2,2
2,1,0,2,1,0,5,0,2
2,1,1,2,0,0,2,1,2
2,2,1,2,0,0,1,0,2
2,2,0,2,1,0,1,2,2
2,2,0,2,0,0,1,0,2
2,0,1,2,1,0,10,0,2
2,2,1,2,0,1,0,2,2
2,0,0,2,0,0,5,2,2
2,0,1,2,0,1,11,0,2
2,0,0,2,1,3,47,0,2
2,2,1,2,1,0,2,2,2
2,0,0,2,0,1,11,0,2
2,2,1,2,0,0,1,0,2
2,0,1,2,0,0,5,2,2
2,2,1,2,2,0,3,0,2
2,1,1,2,1,0,4,2,2
2,1,1,2,2,0,5,2,2
2,2,0,2,1,2,3,2,2
2,2,0,2,1,2,4,2,2
2,0,1,2,1,0,10,0,2
2,2,1,2,0,0,1,0,2
2,2,0,2,0,0,1,2,2
2,2,0,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,10,2,2
2,2,1,2,0,1,2,0,2
2,0,1,2,0,0,4,2,2
2,2,1,2,0,0,1,2,2
2,1,0,2,0,0,2,2,2
2,0,0,2,1,0,9,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,5,0,2
2,2,1,2,0,0,1,1,2
2,0,0,2,0,0,13,0,2
2,2,0,2,0,2,2,2,2
2,0,1,2,1,0,10,2,2
2,1,1,2,0,0,2,0,2
2,1,0,2,2,1,4,2,2
2,0,0,2,3,2,47,2,2
2,1,1,2,0,0,2,0,2
2,2,1,2,4,1,5,1,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,1,0,2,2,2
2,0,0,2,0,0,47,0,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,2,2,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,1,2
2,0,1,2,2,2,47,0,2
2,1,0,2,0,0,3,2,2
2,2,0,2,0,0,1,1,2
2,0,1,2,0,0,7,2,2
2,0,1,2,0,0,5,0,2
2,0,0,2,1,4,47,2,2
2,2,0,2,0,0,1,1,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,2,2
2,0,1,2,0,0,5,0,2
2,0,0,2,0,0,38,0,2
2,0,1,2,0,0,38,0,2
2,2,1,2,0,0,1,2,2
2,0,0,2,2,0,4,2,2
2,1,1,2,0,0,2,2,2
2,2,0,2,0,0,1,1,2
2,2,1,2,1,1,2,0,2
2,0,1,2,1,0,40,2,2
2,0,1,2,0,0,4,2,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,1,1,2
2,2,1,2,1,0,2,0,2
2,2,0,2,0,0,1,1,2
2,2,0,2,0,0,1,2,2
2,2,0,2,0,0,1,1,2
2,1,1,2,1,1,4,2,2
2,2,0,2,1,0,2,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,1,2,9,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,4,0,2
2,2,1,2,0,0,1,2,2
2,0,0,2,1,0,14,2,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,1,0,10,0,2
2,1,1,2,1,0,4,2,2
2,2,1,2,0,0,1,1,2
2,2,1,2,0,0,1,2,2
2,2,0,2,1,1,1,0,2
2,2,1,2,0,0,4,2,2
2,2,1,2,0,0,1,1,2
2,2,1,2,0,0,1,1,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,2,2,2
2,1,1,2,0,0,2,0,2
2,2,0,2,0,0,1,1,2
2,0,0,2,0,0,5,0,2
2,2,0,2,0,0,1,1,2
2,0,0,2,1,0,40,2,2
2,2,1,2,1,0,2,0,2
2,2,1,2,0,0,1,0,2
2,2,0,2,1,1,3,2,2
2,0,1,2,0,0,13,0,2
2,1,0,2,1,0,4,2,2
2,1,0,2,0,0,2,2,2
2,2,1,2,1,0,1,1,2
2,0,0,2,1,0,10,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,1,2
2,2,0,2,0,1,2,2,2
2,2,1,2,0,0,1,2,2
2,2,0,2,2,0,4,1,2
2,1,1,2,0,0,2,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,5,0,2
2,2,0,2,0,4,4,2,2
2,2,1,2,1,0,1,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,0,2
2,1,1,2,0,0,2,2,2
2,2,0,2,0,0,1,2,2
2,2,1,2,1,6,8,2,2
2,2,0,2,5,2,8,2,2
2,0,0,2,0,0,27,2,2
2,0,1,2,1,3,47,0,2
2,1,1,2,0,0,4,2,2
2,0,1,2,0,0,4,2,2
2,2,1,2,3,0,3,2,2
2,0,1,2,0,0,9,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,4,2,2
2,1,1,2,1,1,4,2,2
2,0,0,2,0,1,15,0,2
2,2,1,2,0,0,1,0,2
2,2,0,2,0,2,2,2,2
2,2,1,2,4,2,5,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,0,0,40,2,2
2,2,0,2,0,0,1,2,2
2,0,1,2,0,0,4,2,2
2,2,0,2,0,2,2,2,2
2,2,0,2,0,0,1,1,2
2,2,1,2,1,1,2,0,2
2,1,0,2,0,0,2,2,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,2,2,2
2,2,0,2,1,1,3,2,2
2,0,1,2,0,0,9,0,2
2,2,1,2,2,2,6,2,2
2,0,0,2,0,0,5,0,2
2,2,0,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,0,2
2,2,1,2,1,0,2,2,2
2,2,1,2,0,0,1,0,2
2,2,1,2,1,5,5,2,2
2,1,0,2,0,2,7,2,2
2,1,0,2,0,0,6,2,2
2,0,1,2,1,0,10,0,2
2,1,0,2,0,3,7,2,2
2,0,0,2,0,2,15,0,2
2,1,1,2,0,0,2,2,2
2,0,1,2,1,1,15,0,2
2,0,0,2,1,0,9,2,2
2,2,1,2,0,0,1,1,2
2,0,0,2,1,1,44,0,2
2,1,1,2,0,0,2,2,2
2,1,0,2,0,1,3,2,2
2,2,1,2,2,0,1,2,2
2,2,0,2,8,2,12,2,2
2,1,1,2,0,0,2,2,2
2,1,1,2,1,0,4,2,2
2,0,1,2,0,0,4,2,2
2,2,1,2,1,1,2,2,2
2,1,1,2,0,0,2,1,2
2,1,1,2,0,2,5,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,2,24,0,2
2,2,0,2,0,0,1,2,2
2,1,1,2,0,0,1,2,2
2,2,0,2,0,0,1,2,2
2,2,0,2,0,0,2,1,2
2,2,1,2,0,2,2,2,2
2,0,1,2,1,0,41,0,2
2,1,0,2,1,1,4,2,2
2,1,1,2,0,0,1,2,2
2,0,1,2,0,0,4,0,2
2,2,0,2,0,0,1,1,2
2,1,1,2,0,0,1,2,2
2,0,0,2,0,0,5,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,4,2,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,13,2,2
2,1,0,2,1,0,4,2,2
2,2,0,2,4,2,1,2,2
2,0,1,2,0,0,7,2,2
2,2,0,2,0,0,1,1,2
2,0,1,2,1,1,29,2,2
2,0,0,2,1,1,38,0,2
2,2,1,2,0,0,1,2,2
2,1,0,2,1,0,2,0,2
2,2,1,2,0,0,1,2,2
2,1,0,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,0,0,4,0,2
2,2,0,2,0,2,2,0,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,1,2
2,2,1,2,0,0,2,2,2
2,1,1,2,0,0,2,2,2
2,1,1,2,0,0,11,2,2
2,0,0,2,0,0,4,2,2
2,2,1,2,1,0,1,2,2
2,2,1,2,0,0,1,1,2
2,0,1,2,1,0,12,0,2
2,2,1,2,0,0,1,2,2
2,0,1,2,1,0,13,0,2
2,2,1,2,0,0,1,0,2
2,1,0,2,1,1,2,2,2
2,0,0,2,1,0,19,0,2
2,0,0,2,0,0,5,0,2
2,1,0,2,0,2,5,2,2
2,0,1,2,1,1,24,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,1,2,4,2,2
2,0,1,2,1,0,9,2,2
2,1,0,2,0,0,3,2,2
2,1,1,2,1,1,5,2,2
2,1,0,2,1,0,4,2,2
2,2,0,2,1,0,2,0,2
2,1,0,2,1,2,5,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,1,0,24,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,1,2
2,2,1,2,0,0,1,2,2
2,1,0,2,0,0,2,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,1,0,3,2,2
2,2,1,2,0,0,1,2,2
2,1,0,2,0,2,4,2,2
2,2,0,2,1,1,2,2,2
2,1,1,2,0,0,2,0,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,0,2,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,13,0,2
2,2,1,2,0,0,1,1,2
2,0,0,2,1,0,24,0,2
2,2,0,2,1,0,2,1,2
2,2,1,2,0,0,1,0,2
2,1,0,2,1,0,4,2,2
2,1,1,2,0,0,1,2,2
2,1,1,2,1,0,4,2,2
2,1,1,2,1,0,3,2,2
2,1,1,2,0,0,1,2,2
2,2,0,2,0,0,1,2,2
2,2,1,2,1,1,2,2,2
2,2,0,2,0,0,1,1,2
2,2,0,2,1,1,2,0,2
2,2,0,2,1,1,3,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,1,2,1,0,14,2,2
2,2,1,2,0,0,1,0,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,7,2,2
2,2,0,2,0,0,1,1,2
2,2,1,2,0,0,1,0,2
2,0,1,2,1,1,14,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,1,0,2,1,2,7,0,2
2,2,1,2,2,0,3,0,2
2,0,1,2,0,0,8,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,2,0,2
2,1,1,2,0,1,3,2,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,1,2
2,0,0,2,1,1,4,2,2
2,0,1,2,1,2,27,2,2
2,2,1,2,0,1,1,2,2
2,0,1,2,1,1,16,2,2
2,2,0,2,1,0,2,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,0,2
2,2,1,2,0,0,1,2,2
2,2,0,2,0,0,1,1,2
2,0,0,2,0,0,24,0,2
2,2,0,2,0,0,1,1,2
2,0,1,2,1,0,26,0,2
2,1,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,1,1,2,2,0,5,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,0,2
2,1,1,2,0,0,2,2,2
2,0,1,2,0,0,4,2,2
2,0,0,2,0,0,38,2,2
2,2,1,2,0,0,1,2,2
2,1,0,2,2,1,7,2,2
2,0,1,2,0,0,14,0,2
2,1,1,2,1,0,4,2,2
2,1,1,2,0,0,2,2,2
2,1,0,2,0,2,6,2,2
2,0,1,2,0,0,5,0,2
2,2,1,2,0,0,1,0,2
2,2,0,2,1,1,2,0,2
2,2,1,2,0,0,1,2,2
2,0,1,2,0,0,4,2,2
2,1,1,2,0,0,2,2,2
2,2,1,2,0,2,1,0,2
2,1,1,2,0,0,5,2,2
2,2,1,2,0,0,1,0,2
2,1,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,0,1,92,0,2
2,2,1,2,1,1,2,2,2
2,2,0,2,0,0,1,2,2
2,1,1,2,0,0,2,2,2
2,2,0,2,0,0,1,0,2
2,1,1,2,0,0,2,2,2
2,1,0,2,0,0,3,2,2
2,0,0,2,0,1,11,0,2
2,1,1,2,0,0,1,2,2
2,1,1,2,0,0,13,2,2
2,1,1,2,1,2,11,2,2
2,2,0,2,1,2,3,2,2
2,0,1,2,0,0,4,2,2
2,0,0,2,2,0,9,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,1,2
2,2,0,2,1,0,2,2,2
2,2,1,2,8,2,12,2,2
2,1,0,2,1,1,6,0,2
2,1,0,2,0,0,3,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,1,0,10,0,2
2,2,1,2,1,0,2,0,2
2,2,0,2,0,0,7,2,2
2,0,0,2,0,1,10,0,2
2,1,1,2,0,0,2,0,2
2,1,1,2,1,0,2,2,2
2,0,0,2,0,0,24,0,2
2,0,1,2,0,0,0,2,2
2,1,1,2,0,0,2,2,2
2,0,0,2,1,1,14,2,2
2,0,0,2,0,0,47,0,2
2,2,0,2,2,0,1,2,2
2,1,1,2,0,0,2,2,2
2,0,1,2,0,0,9,2,2
2,2,1,2,4,2,5,2,2
2,2,1,2,0,0,1,1,2
2,2,1,2,0,0,1,1,2
2,2,0,2,0,0,2,2,2
2,2,0,2,1,0,2,2,2
2,1,1,2,0,0,2,2,2
2,1,0,2,1,2,11,2,2
2,2,1,2,0,0,1,2,2
2,1,1,2,0,0,2,2,2
2,2,1,2,0,0,1,1,2
2,2,1,2,3,1,3,2,2
2,0,1,2,0,0,16,2,2
2,0,0,2,0,1,7,2,2
2,2,1,2,0,2,3,2,2
2,1,1,2,0,0,1,2,2
2,2,1,2,3,1,3,2,2
2,0,0,2,1,0,10,2,2
2,2,1,2,0,0,1,1,2
2,0,0,2,1,1,14,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,1,2
2,0,0,2,0,0,29,2,2
2,1,1,2,1,0,3,2,2
2,0,0,2,0,1,10,0,2
2,0,1,2,0,0,8,2,2
2,0,1,2,1,0,5,0,2
2,1,1,2,0,0,2,0,2
2,1,1,2,1,0,1,2,2
2,0,1,2,1,1,38,0,2
2,2,0,2,0,0,1,1,2
2,2,0,2,1,1,2,2,2
2,2,0,2,0,0,1,1,2
2,0,0,2,1,0,16,1,2
2,2,0,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,0,0,2,0,0,19,0,2
2,2,1,2,0,0,1,2,2
2,2,1,2,0,0,1,2,2
2,2,1,2,1,1,4,0,2
